project_id,client_id,client_name,sector,service_line,start_date,planned_end_date,actual_end_date,status,complexity,team_size,senior_staff_count,junior_staff_count,contract_value_usd,actual_cost_usd,delay_days,cost_overrun_pct,client_satisfaction_score,renewed_within_12m,acquisition_channel
P0980,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Political Risk Management,2024-02-17,2024-06-17,2024-06-21,Completed,Medium,8,3,5,242000.0,251700.0,4.0,0.04,4.0,No,Repeat Client
P0976,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Digital Transformation,2024-02-18,2024-05-18,2024-06-21,Completed,Low,2,1,1,36100.0,45000.0,34.0,0.247,3.3,No,Direct Outreach
P0370,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Stakeholder Engagement,2024-02-19,2024-07-19,2024-07-23,Completed,Medium,5,2,3,134300.0,138700.0,4.0,0.033,4.4,No,Repeat Client
P0140,C-A-Client-07,A-Client-07,Agriculture,Political Risk Management,2024-02-19,2024-03-19,2024-03-19,Completed,Low,3,1,2,10700.0,10700.0,0.0,0.0,4.1,Yes,Referral
P1582,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Data Visualization & Analytics,2024-02-20,2024-04-20,2024-04-20,Completed,Medium,5,2,3,53000.0,53000.0,0.0,0.0,4.5,No,Referral
P0139,C-A-Client-05,A-Client-05,Agriculture,Strategic Planning,2024-02-20,2024-04-20,2024-04-22,Completed,Medium,5,2,3,35600.0,36900.0,2.0,0.036,3.7,No,Referral
P1585,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Stakeholder Engagement,2024-02-21,2024-06-21,2024-06-25,Completed,Medium,7,2,5,167800.0,172000.0,4.0,0.025,3.9,No,Repeat Client
P0739,C-E-Client-03,E-Client-03,Energy,Strategic Planning,2024-02-22,2024-04-22,2024-04-23,Completed,Low,3,1,2,31900.0,32400.0,1.0,0.017,4.6,Yes,Repeat Client
P0978,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Political Risk Management,2024-02-22,2024-04-22,2024-04-25,Completed,Low,3,1,2,32100.0,33600.0,3.0,0.046,4.0,No,Referral
P0138,C-A-Client-03,A-Client-03,Agriculture,Stakeholder Engagement,2024-02-23,2024-06-23,2024-08-23,Completed,Medium,6,3,3,88000.0,118400.0,61.0,0.345,2.5,No,Repeat Client
P1580,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Data Visualization & Analytics,2024-02-24,2024-07-24,2024-07-25,Completed,Medium,7,1,6,189700.0,191200.0,1.0,0.008,4.8,No,Competitive Tender
P1584,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Political Risk Management,2024-02-25,2024-07-25,2024-07-26,Completed,Medium,4,2,2,116600.0,117200.0,1.0,0.005,4.3,Yes,Direct Outreach
P0736,C-E-Client-10,E-Client-10,Energy,Strategic Planning,2024-02-26,2024-05-26,2024-05-28,Completed,Low,3,1,2,40600.0,41700.0,2.0,0.026,4.0,Yes,Competitive Tender
P0136,C-A-Client-04,A-Client-04,Agriculture,Market & Social Research,2024-02-27,2024-06-27,2024-06-29,Completed,High,9,4,5,162700.0,165800.0,2.0,0.019,3.8,No,Repeat Client
P0372,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Data Visualization & Analytics,2024-02-28,2024-09-28,2024-11-15,Completed,High,7,3,4,362500.0,422000.0,48.0,0.164,3.4,No,Competitive Tender
P0742,C-E-Client-03,E-Client-03,Energy,Market & Social Research,2024-03-01,2024-04-01,2024-04-04,Completed,Low,2,1,1,10400.0,11500.0,3.0,0.101,3.8,No,Repeat Client
P1170,C-PS-Client-02,PS-Client-02,Public Sector,Stakeholder Engagement,2024-03-02,2024-09-02,2024-12-09,Completed,High,13,6,7,378200.0,525700.0,98.0,0.39,2.1,No,Repeat Client
P0375,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Digital Transformation,2024-03-02,2024-05-02,2024-05-03,Completed,Low,4,1,3,33200.0,33800.0,1.0,0.017,4.2,No,Referral
P0741,C-E-Client-03,E-Client-03,Energy,Strategic Planning,2024-03-04,2024-08-04,2024-09-16,Completed,Medium,4,2,2,106100.0,135100.0,43.0,0.273,3.4,No,Repeat Client
P1312,C-CEAT-Client-05,CEAT-Client-05,Creative Economy and Tourism,Strategic Planning,2024-03-05,2024-08-05,2024-09-03,Completed,High,7,2,5,148200.0,164800.0,29.0,0.112,4.3,Yes,Repeat Client
P1592,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Strategic Planning,2024-03-06,2024-08-06,2024-08-07,Completed,Medium,5,1,4,126900.0,127400.0,1.0,0.004,4.3,Yes,Repeat Client
P0377,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Strategic Planning,2024-03-06,2024-06-06,2024-06-10,Completed,Medium,4,1,3,75200.0,77200.0,4.0,0.026,3.8,No,Referral
P0376,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Digital Transformation,2024-03-06,2024-06-06,2024-06-08,Completed,Low,3,1,2,44800.0,45900.0,2.0,0.024,4.0,No,Competitive Tender
P1310,C-CEAT-Client-07,CEAT-Client-07,Creative Economy and Tourism,Data Visualization & Analytics,2024-03-06,2024-06-06,2024-06-21,Completed,Low,2,1,1,18600.0,20600.0,15.0,0.11,4.1,Yes,Repeat Client
P0745,C-E-Client-03,E-Client-03,Energy,Strategic Planning,2024-03-07,2024-12-07,2025-03-08,Completed,High,14,5,9,930900.0,1078000.0,91.0,0.158,3.2,Too Recent,Competitive Tender
P1311,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Strategic Planning,2024-03-10,2024-08-10,2024-08-23,Completed,Medium,6,2,4,118400.0,129900.0,13.0,0.097,4.3,No,Referral
P0374,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Market & Social Research,2024-03-12,2024-06-12,2024-06-12,Completed,Medium,4,2,2,63100.0,63100.0,0.0,0.0,4.7,Yes,Repeat Client
P0740,C-E-Client-09,E-Client-09,Energy,Market & Social Research,2024-03-13,2024-08-13,2024-08-17,Completed,Medium,8,2,6,286500.0,291700.0,4.0,0.018,4.1,Yes,Repeat Client
P1595,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Data Visualization & Analytics,2024-03-14,2024-09-14,2024-11-17,Completed,High,14,6,8,491000.0,615700.0,64.0,0.254,1.9,No,Competitive Tender
P1313,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Strategic Planning,2024-03-15,2024-05-15,2024-05-17,Completed,Low,3,1,2,18200.0,18700.0,2.0,0.027,4.1,Yes,Direct Outreach
P1171,C-PS-Client-05,PS-Client-05,Public Sector,Political Risk Management,2024-03-16,2024-06-16,2024-06-18,Completed,Medium,5,1,4,59800.0,60700.0,2.0,0.015,4.3,Yes,Repeat Client
P0981,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Data Visualization & Analytics,2024-03-16,2024-07-16,2024-07-18,Completed,High,11,5,6,320300.0,324500.0,2.0,0.013,4.7,No,Competitive Tender
P0982,C-FAI-Client-03,FAI-Client-03,Finance and Insurance,Stakeholder Engagement,2024-03-17,2024-05-17,2024-06-12,Completed,Medium,4,2,2,46600.0,61600.0,26.0,0.321,2.7,No,Repeat Client
P0143,C-A-Client-02,A-Client-02,Agriculture,Stakeholder Engagement,2024-03-18,2024-08-18,2024-08-21,Completed,Medium,6,1,5,119700.0,122500.0,3.0,0.023,3.9,Yes,Competitive Tender
P1589,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Strategic Planning,2024-03-18,2024-06-18,2024-06-19,Completed,Low,3,1,2,41600.0,42200.0,1.0,0.014,4.4,No,Direct Outreach
P0983,C-FAI-Client-04,FAI-Client-04,Finance and Insurance,Digital Transformation,2024-03-18,2024-07-18,2024-07-18,Completed,High,8,3,5,299100.0,299100.0,0.0,0.0,4.1,No,Repeat Client
P0744,C-E-Client-01,E-Client-01,Energy,Strategic Planning,2024-03-19,2024-05-19,2024-06-15,Completed,Low,2,1,1,18000.0,24900.0,27.0,0.384,3.4,Yes,Repeat Client
P1591,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Political Risk Management,2024-03-21,2024-08-21,2024-09-11,Completed,Medium,4,2,2,95200.0,106400.0,21.0,0.118,3.9,Yes,Repeat Client
P0984,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Market & Social Research,2024-03-21,2024-08-21,2024-10-06,Completed,High,13,6,7,472300.0,586600.0,46.0,0.242,3.2,No,Repeat Client
P0141,C-A-Client-04,A-Client-04,Agriculture,Strategic Planning,2024-03-23,2024-08-23,2024-08-25,Completed,High,8,2,6,202000.0,204200.0,2.0,0.011,3.9,No,Competitive Tender
P0142,C-A-Client-01,A-Client-01,Agriculture,Data Visualization & Analytics,2024-03-23,2024-09-23,2024-10-13,Completed,High,8,3,5,243800.0,267900.0,20.0,0.099,4.0,Yes,Referral
P1169,C-PS-Client-02,PS-Client-02,Public Sector,Market & Social Research,2024-03-23,2024-05-23,2024-05-27,Completed,Medium,6,2,4,55800.0,59700.0,4.0,0.069,4.4,Yes,Referral
P1594,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Stakeholder Engagement,2024-03-24,2024-07-24,2024-07-28,Completed,Medium,8,3,5,163900.0,169600.0,4.0,0.035,4.0,No,Repeat Client
P1593,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Stakeholder Engagement,2024-03-25,2024-05-25,2024-05-27,Completed,Low,3,1,2,22600.0,23100.0,2.0,0.02,4.7,Yes,Repeat Client
P1590,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Data Visualization & Analytics,2024-03-26,2024-05-26,2024-05-29,Completed,Medium,5,1,4,46400.0,48400.0,3.0,0.043,4.1,No,Repeat Client
P0743,C-E-Client-02,E-Client-02,Energy,Stakeholder Engagement,2024-03-27,2024-05-27,2024-05-30,Completed,Low,3,1,2,34000.0,35900.0,3.0,0.057,3.9,Yes,Competitive Tender
P1172,C-PS-Client-04,PS-Client-04,Public Sector,Political Risk Management,2024-03-27,2024-05-27,2024-08-17,Completed,Medium,4,2,2,30600.0,49000.0,82.0,0.6,1.9,No,Referral
P1588,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Political Risk Management,2024-03-27,2024-05-27,2024-05-28,Completed,Low,4,1,3,32300.0,32700.0,1.0,0.011,4.5,No,Repeat Client
P0746,C-E-Client-01,E-Client-01,Energy,Political Risk Management,2024-03-28,2024-07-28,2024-07-30,Completed,Medium,4,2,2,91400.0,93000.0,2.0,0.017,4.2,No,Referral
P0748,C-E-Client-07,E-Client-07,Energy,Market & Social Research,2024-04-01,2024-06-01,2024-07-10,Completed,Low,4,2,2,48100.0,65500.0,39.0,0.361,2.9,No,Repeat Client
P0151,C-A-Client-03,A-Client-03,Agriculture,Political Risk Management,2024-04-01,2024-11-01,2024-11-30,Completed,High,12,3,9,446300.0,483300.0,29.0,0.083,4.3,Yes,Direct Outreach
P0747,C-E-Client-07,E-Client-07,Energy,Political Risk Management,2024-04-02,2024-09-02,2024-12-13,Completed,High,13,4,9,528100.0,671200.0,102.0,0.271,2.8,No,Repeat Client
P0988,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Strategic Planning,2024-04-02,2024-07-02,2024-07-02,Completed,Medium,6,1,5,101100.0,101100.0,0.0,0.0,4.1,Yes,Repeat Client
P1316,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Stakeholder Engagement,2024-04-03,2024-12-03,2024-12-20,Completed,High,7,3,4,277100.0,300100.0,17.0,0.083,4.2,Yes,Referral
P0145,C-A-Client-08,A-Client-08,Agriculture,Digital Transformation,2024-04-04,2024-09-04,2024-09-06,Completed,Medium,6,2,4,117500.0,119400.0,2.0,0.016,4.2,No,Repeat Client
P0387,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Data Visualization & Analytics,2024-04-04,2024-05-04,2024-05-08,Completed,Low,3,1,2,14100.0,15800.0,4.0,0.119,3.7,No,Repeat Client
P0146,C-A-Client-05,A-Client-05,Agriculture,Stakeholder Engagement,2024-04-05,2024-11-05,2024-11-06,Completed,High,9,2,7,360000.0,362200.0,1.0,0.006,4.5,Yes,Repeat Client
P1601,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Stakeholder Engagement,2024-04-07,2024-07-07,2024-07-08,Completed,Medium,4,1,3,62600.0,63200.0,1.0,0.009,4.3,No,Referral
P1317,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Market & Social Research,2024-04-09,2024-07-09,,Cancelled,Low,4,2,2,39500.0,39900.0,,,,N/A,Competitive Tender
P1599,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Strategic Planning,2024-04-09,2024-08-09,2024-08-13,Completed,Medium,7,2,5,149900.0,153200.0,4.0,0.022,4.1,No,Direct Outreach
P1600,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Stakeholder Engagement,2024-04-10,2024-08-10,2024-08-13,Completed,Medium,8,3,5,202400.0,207100.0,3.0,0.023,4.4,No,Repeat Client
P0378,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Strategic Planning,2024-04-10,2024-05-10,2024-05-12,Completed,Low,2,1,1,8500.0,9000.0,2.0,0.053,4.6,Yes,Referral
P0379,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Stakeholder Engagement,2024-04-11,2024-10-11,2024-10-14,Completed,High,15,5,10,622700.0,629500.0,3.0,0.011,4.3,No,Referral
P1602,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Digital Transformation,2024-04-11,2024-08-11,2024-08-14,Completed,Medium,6,2,4,111600.0,114900.0,3.0,0.03,4.2,No,Referral
P0381,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Strategic Planning,2024-04-12,2024-06-12,2024-06-16,Completed,Medium,6,2,4,59800.0,63600.0,4.0,0.063,4.2,Yes,Referral
P0749,C-E-Client-05,E-Client-05,Energy,Data Visualization & Analytics,2024-04-12,2024-07-12,2024-08-29,Completed,Medium,5,2,3,91400.0,122800.0,48.0,0.343,2.8,No,Repeat Client
P0383,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Political Risk Management,2024-04-15,2024-11-15,2025-01-21,Completed,High,12,5,7,622300.0,779100.0,67.0,0.252,2.6,Too Recent,Competitive Tender
P1174,C-PS-Client-04,PS-Client-04,Public Sector,Political Risk Management,2024-04-15,2024-06-15,2024-08-24,Completed,Medium,8,2,6,81900.0,113800.0,70.0,0.389,2.9,No,Repeat Client
P0750,C-E-Client-10,E-Client-10,Energy,Stakeholder Engagement,2024-04-15,2024-09-15,2024-11-05,Completed,High,7,2,5,314300.0,387200.0,51.0,0.232,2.4,No,Repeat Client
P0380,C-CACM-Client-04,CACM-Client-04,Climate and Carbon Markets,Data Visualization & Analytics,2024-04-16,2024-06-16,2024-06-17,Completed,Low,2,1,1,19900.0,20100.0,1.0,0.011,4.4,Yes,Referral
P1596,C-TAI-Client-05,TAI-Client-05,Technology and Innovation,Market & Social Research,2024-04-17,2025-01-17,2025-01-20,Completed,High,7,2,5,434100.0,437600.0,3.0,0.008,5.0,Too Recent,Referral
P0752,C-E-Client-02,E-Client-02,Energy,Data Visualization & Analytics,2024-04-18,2024-06-18,2024-06-21,Completed,Low,2,1,1,22000.0,22700.0,3.0,0.03,4.1,No,Referral
P0985,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Digital Transformation,2024-04-18,2024-07-18,2024-07-21,Completed,Low,4,1,3,76800.0,78700.0,3.0,0.025,4.3,No,Repeat Client
P0989,C-FAI-Client-07,FAI-Client-07,Finance and Insurance,Political Risk Management,2024-04-19,2024-07-19,2024-07-21,Completed,Medium,6,3,3,126500.0,130000.0,2.0,0.028,4.0,No,Repeat Client
P1597,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Political Risk Management,2024-04-19,2024-05-19,2024-05-23,Completed,Low,2,1,1,7600.0,8600.0,4.0,0.131,3.9,No,Repeat Client
P0751,C-E-Client-08,E-Client-08,Energy,Political Risk Management,2024-04-20,2024-07-20,2024-07-21,Completed,Medium,6,3,3,103900.0,104900.0,1.0,0.01,3.7,Yes,Referral
P1314,C-CEAT-Client-04,CEAT-Client-04,Creative Economy and Tourism,Stakeholder Engagement,2024-04-20,2024-06-20,2024-06-24,Completed,Low,2,1,1,13800.0,14900.0,4.0,0.079,3.7,No,Repeat Client
P0144,C-A-Client-07,A-Client-07,Agriculture,Political Risk Management,2024-04-21,2024-08-21,2024-08-21,Completed,Medium,4,1,3,72200.0,72200.0,0.0,0.0,4.1,No,Competitive Tender
P1315,C-CEAT-Client-07,CEAT-Client-07,Creative Economy and Tourism,Political Risk Management,2024-04-22,2024-11-22,2024-11-26,Completed,High,14,3,11,428400.0,437400.0,4.0,0.021,4.6,Yes,Direct Outreach
P0384,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Strategic Planning,2024-04-23,2024-11-23,2025-02-25,Completed,High,12,3,9,681800.0,814100.0,94.0,0.194,3.0,Too Recent,Direct Outreach
P1603,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Stakeholder Engagement,2024-04-23,2025-01-23,2025-01-26,Completed,High,12,6,6,737200.0,742400.0,3.0,0.007,4.3,Too Recent,Repeat Client
P0987,C-FAI-Client-02,FAI-Client-02,Finance and Insurance,Strategic Planning,2024-04-23,2024-10-23,2024-10-25,Completed,High,7,2,5,353300.0,355800.0,2.0,0.007,4.7,Yes,Repeat Client
P1598,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Strategic Planning,2024-04-23,2024-07-23,2024-07-26,Completed,Medium,6,2,4,108700.0,113000.0,3.0,0.04,4.4,No,Repeat Client
P0385,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Stakeholder Engagement,2024-04-24,2024-09-24,,Cancelled,Medium,4,1,3,134700.0,139100.0,,,,N/A,Referral
P0150,C-A-Client-07,A-Client-07,Agriculture,Data Visualization & Analytics,2024-04-25,2024-09-25,2024-09-28,Completed,Medium,8,2,6,170200.0,172600.0,3.0,0.014,4.2,Yes,Repeat Client
P1173,C-PS-Client-01,PS-Client-01,Public Sector,Market & Social Research,2024-04-25,2024-06-25,2024-06-29,Completed,Low,2,1,1,14600.0,15600.0,4.0,0.07,4.5,No,Repeat Client
P0147,C-A-Client-08,A-Client-08,Agriculture,Political Risk Management,2024-04-26,2024-07-26,2024-07-30,Completed,Low,3,1,2,26600.0,27800.0,4.0,0.045,4.4,Yes,Referral
P0382,C-CACM-Client-07,CACM-Client-07,Climate and Carbon Markets,Digital Transformation,2024-04-26,2024-08-26,2024-09-17,Completed,Medium,7,3,4,158400.0,180600.0,22.0,0.14,4.2,Yes,Repeat Client
P0986,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Political Risk Management,2024-04-27,2024-06-27,2024-07-01,Completed,Medium,5,2,3,61100.0,66000.0,4.0,0.081,4.1,Yes,Repeat Client
P0149,C-A-Client-08,A-Client-08,Agriculture,Market & Social Research,2024-04-27,2024-05-27,2024-05-31,Completed,Low,3,1,2,8700.0,9600.0,4.0,0.106,3.6,No,Direct Outreach
P0148,C-A-Client-06,A-Client-06,Agriculture,Market & Social Research,2024-04-27,2025-01-27,2025-01-27,Completed,High,11,5,6,491000.0,491000.0,0.0,0.0,4.2,Too Recent,Referral
P0386,C-CACM-Client-05,CACM-Client-05,Climate and Carbon Markets,Data Visualization & Analytics,2024-04-27,2024-09-27,2024-11-29,Completed,High,15,3,12,597600.0,783500.0,63.0,0.311,2.8,No,Repeat Client
P1318,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Digital Transformation,2024-05-02,2024-08-02,2024-10-14,Completed,Medium,5,1,4,45600.0,65400.0,73.0,0.435,2.4,No,Repeat Client
P1321,C-CEAT-Client-03,CEAT-Client-03,Creative Economy and Tourism,Market & Social Research,2024-05-02,2024-09-02,2024-09-03,Completed,High,13,6,7,192600.0,194300.0,1.0,0.009,4.3,No,Competitive Tender
P0400,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Market & Social Research,2024-05-04,2024-07-04,2024-07-06,Completed,Low,3,1,2,24100.0,24700.0,2.0,0.025,4.7,No,Repeat Client
P1612,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Data Visualization & Analytics,2024-05-05,2025-02-05,,Cancelled,High,9,4,5,469500.0,472800.0,,,,N/A,Repeat Client
P1613,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Political Risk Management,2024-05-05,2024-08-05,2024-08-08,Completed,Medium,5,2,3,70500.0,72000.0,3.0,0.021,4.0,Yes,Referral
P0393,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Strategic Planning,2024-05-05,2024-10-05,2024-10-22,Completed,Medium,4,1,3,98200.0,110900.0,17.0,0.129,4.3,No,Repeat Client
P0154,C-A-Client-07,A-Client-07,Agriculture,Political Risk Management,2024-05-07,2024-06-07,2024-06-11,Completed,Low,2,1,1,6100.0,6800.0,4.0,0.111,3.3,No,Direct Outreach
P0152,C-A-Client-06,A-Client-06,Agriculture,Data Visualization & Analytics,2024-05-07,2024-09-07,2024-09-09,Completed,Medium,6,2,4,95000.0,96100.0,2.0,0.012,4.7,No,Repeat Client
P0394,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Political Risk Management,2024-05-08,2024-08-08,2024-08-11,Completed,Low,3,1,2,39300.0,40700.0,3.0,0.035,4.5,Yes,Repeat Client
P0757,C-E-Client-06,E-Client-06,Energy,Stakeholder Engagement,2024-05-09,2024-08-09,,Cancelled,Medium,4,1,3,65900.0,66800.0,,,,N/A,Referral
P1177,C-PS-Client-04,PS-Client-04,Public Sector,Data Visualization & Analytics,2024-05-09,2024-12-09,2024-12-09,Completed,High,11,3,8,389900.0,389900.0,0.0,0.0,4.9,Yes,Repeat Client
P0157,C-A-Client-04,A-Client-04,Agriculture,Data Visualization & Analytics,2024-05-10,2024-08-10,2024-09-30,Completed,Medium,7,3,4,89200.0,111900.0,51.0,0.255,3.4,No,Referral
P1606,C-TAI-Client-04,TAI-Client-04,Technology and Innovation,Market & Social Research,2024-05-11,2024-06-11,2024-07-09,Completed,Low,2,1,1,7400.0,10600.0,28.0,0.432,3.3,Yes,Repeat Client
P0398,C-CACM-Client-02,CACM-Client-02,Climate and Carbon Markets,Strategic Planning,2024-05-11,2024-09-11,2024-09-15,Completed,Medium,5,2,3,102600.0,106700.0,4.0,0.04,3.9,No,Repeat Client
P1319,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Digital Transformation,2024-05-12,2024-07-12,2024-09-09,Completed,Medium,5,2,3,39800.0,60300.0,59.0,0.516,2.2,No,Referral
P0756,C-E-Client-06,E-Client-06,Energy,Political Risk Management,2024-05-12,2025-01-12,2025-01-13,Completed,High,15,4,11,1018300.0,1022400.0,1.0,0.004,4.4,Too Recent,Referral
P0991,C-FAI-Client-09,FAI-Client-09,Finance and Insurance,Strategic Planning,2024-05-13,2024-08-13,2024-08-13,Completed,Low,2,1,1,32600.0,32600.0,0.0,0.0,4.5,No,Repeat Client
P1175,C-PS-Client-03,PS-Client-03,Public Sector,Digital Transformation,2024-05-13,2024-09-13,2024-09-16,Completed,Medium,6,2,4,112400.0,115900.0,3.0,0.031,4.3,Yes,Competitive Tender
P0753,C-E-Client-04,E-Client-04,Energy,Digital Transformation,2024-05-13,2024-08-13,2024-10-26,Completed,Medium,7,3,4,154700.0,226200.0,74.0,0.462,2.7,No,Repeat Client
P0390,C-CACM-Client-01,CACM-Client-01,Climate and Carbon Markets,Strategic Planning,2024-05-14,2024-07-14,2024-07-18,Completed,Low,4,1,3,39200.0,40800.0,4.0,0.04,4.9,Yes,Competitive Tender
P0990,C-FAI-Client-06,FAI-Client-06,Finance and Insurance,Strategic Planning,2024-05-15,2024-10-15,2024-10-15,Completed,Medium,7,2,5,255000.0,255000.0,0.0,0.0,4.3,No,Repeat Client
P0396,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Strategic Planning,2024-05-15,2024-09-15,2024-09-18,Completed,Medium,6,3,3,125400.0,128200.0,3.0,0.022,4.4,No,Competitive Tender
P0389,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Stakeholder Engagement,2024-05-15,2024-06-15,2024-06-19,Completed,Low,4,1,3,19300.0,20900.0,4.0,0.083,3.9,Yes,Repeat Client
P0388,C-CACM-Client-08,CACM-Client-08,Climate and Carbon Markets,Data Visualization & Analytics,2024-05-15,2024-10-15,2024-10-15,Completed,Medium,5,2,3,147700.0,147700.0,0.0,0.0,4.1,Yes,Repeat Client
P1323,C-CEAT-Client-01,CEAT-Client-01,Creative Economy and Tourism,Strategic Planning,2024-05-15,2025-02-15,2025-04-11,Completed,High,12,3,9,473900.0,533100.0,55.0,0.125,3.3,Too Recent,Direct Outreach
P1608,C-TAI-Client-03,TAI-Client-03,Technology and Innovation,Strategic Planning,2024-05-15,2024-07-15,2024-07-19,Completed,Medium,4,1,3,45400.0,48600.0,4.0,0.07,4.1,No,Referral
P1609,C-TAI-Client-06,TAI-Client-06,Technology and Innovation,Market & Social Research,2024-05-16,2024-09-16,2024-11-04,Completed,Medium,6,2,4,128000.0,171600.0,49.0,0.341,2.1,No,Repeat Client
P1607,C-TAI-Client-02,TAI-Client-02,Technology and Innovation,Political Risk Management,2024-05-17,2024-06-17,2024-06-19,Completed,Low,2,1,1,8500.0,9000.0,2.0,0.062,4.3,No,Referral
P1605,C-TAI-Client-08,TAI-Client-08,Technology and Innovation,Political Risk Management,2024-05-17,2024-09-17,2024-09-17,Completed,Medium,6,2,4,114800.0,114800.0,0.0,0.0,4.1,No,Competitive Tender
P0155,C-A-Client-08,A-Client-08,Agriculture,Digital Transformation,2024-05-18,2024-06-18,2024-06-20,Completed,Low,4,1,3,11700.0,12300.0,2.0,0.054,4.9,Yes,Repeat Client
P1320,C-CEAT-Client-06,CEAT-Client-06,Creative Economy and Tourism,Strategic Planning,2024-05-19,2025-01-19,2025-01-19,Completed,High,11,3,8,449700.0,449700.0,0.0,0.0,4.0,Too Recent,Repeat Client
P0395,C-CACM-Client-03,CACM-Client-03,Climate and Carbon Markets,Digital Transformation,2024-05-19,2024-06-19,2024-06-23,Completed,Low,4,1,3,21000.0,23900.0,4.0,0.139,3.9,No,Direct Outreach
P1604,C-TAI-Client-01,TAI-Client-01,Technology and Innovation,Market & Social Research,2024-05-19,2024-07-19,2024-07-21,Completed,Low,2,1,1,16600.0,17100.0,2.0,0.028,4.1,Yes,Repeat Client
P0397,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Political Risk Management,2024-05-19,2024-06-19,2024-06-21,Completed,Low,4,2,2,16800.0,17800.0,2.0,0.06,4.3,Yes,Repeat Client
P0153,C-A-Client-01,A-Client-01,Agriculture,Stakeholder Engagement,2024-05-20,2024-09-20,2024-10-20,Completed,Medium,8,2,6,126200.0,154700.0,30.0,0.226,3.3,No,Repeat Client
P0992,C-FAI-Client-01,FAI-Client-01,Finance and Insurance,Digital Transformation,2024-05-21,2024-07-21,2024-07-24,Completed,Medium,8,2,6,110300.0,117000.0,3.0,0.061,3.8,Yes,Repeat Client
P0391,C-CACM-Client-06,CACM-Client-06,Climate and Carbon Markets,Stakeholder Engagement,2024-05-22,2025-02-22,2025-03-22,Completed,High,13,6,7,783400.0,833500.0,28.0,0.064,4.0,Too Recent,Repeat Client
P1322,C-CEAT-Client-09,CEAT-Client-09,Creative Economy and Tourism,Market & Social Research,2024-05-22,2024-07-22,2024-07-23,Completed,Low,4,1,3,23000.0,23300.0,1.0,0.014,5.0,No,Repeat Client
